on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,ok,ok,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,blown,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,ok,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,blown,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,ok,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,ok,blown,blown,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,ok,blown,ok,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,blown,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,ok,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,ok,blown,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,ok,ok,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,ok,blown,blown,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,ok,blown,ok,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,ok,ok,blown,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,ok,ok,ok,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,blown,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,ok,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,ok,blown,blown,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,ok,blown,ok,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,blown,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,ok,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,blown,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,ok,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,ok,blown,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,ok,ok,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,blown,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,ok,5
on,on,off,on,on,off,on,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,blown,5
on,on,off,on,on,off,on,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,ok,5
on,on,off,on,on,off,on,off,on,light,light,dark,light,light,light,light,dark,dark,ok,ok,blown,ok,ok,ok,ok,blown,blown,6
on,on,off,on,on,off,on,off,on,light,light,dark,light,light,light,light,dark,dark,ok,ok,blown,ok,ok,ok,ok,blown,ok,6
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,blown,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,ok,5
on,on,off,on,on,off,on,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,blown,5
on,on,off,on,on,off,on,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,ok,5
on,on,off,on,on,off,on,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,ok,blown,5
on,on,off,on,on,off,on,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,ok,ok,5
on,on,off,on,on,off,on,off,on,light,light,dark,light,light,light,light,dark,dark,ok,ok,blown,ok,ok,ok,ok,blown,blown,6
on,on,off,on,on,off,on,off,on,light,light,dark,light,light,light,light,dark,dark,ok,ok,blown,ok,ok,ok,ok,blown,ok,6
on,on,off,on,on,off,on,off,on,light,light,dark,light,light,light,light,dark,dark,ok,ok,blown,ok,ok,ok,ok,ok,blown,6
on,on,off,on,on,off,on,off,on,light,light,dark,light,light,light,light,dark,dark,ok,ok,blown,ok,ok,ok,ok,ok,ok,6
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,blown,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,ok,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,ok,blown,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,ok,ok,5
on,on,off,on,on,off,on,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,blown,5
on,on,off,on,on,off,on,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,ok,5
on,on,off,on,on,off,on,off,on,light,light,dark,light,light,light,light,dark,dark,ok,ok,blown,ok,ok,ok,ok,blown,blown,6
on,on,off,on,on,off,on,off,on,light,light,dark,light,light,light,light,dark,dark,ok,ok,blown,ok,ok,ok,ok,blown,ok,6
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,blown,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,ok,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,blown,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,ok,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,blown,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,ok,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,ok,blown,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,ok,ok,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,blown,5
on,on,off,on,on,off,off,off,on,light,light,dark,light,light,light,dark,dark,dark,ok,ok,blown,ok,ok,ok,blown,blown,ok,5
on,on,off,on,on,off,off,on,on,light,light,light,light,light,dark,dark,dark,dark,ok,ok,ok,ok,ok,blown,blown,blown,blown,5
on,on,off,on,on,off,off,on,on,light,light,light,light,light,dark,dark,dark,dark,ok,ok,ok,ok,ok,blown,blown,blown,ok,5
on,on,off,on,on,off,off,on,on,light,light,light,light,light,dark,dark,dark,dark,ok,ok,ok,ok,ok,blown,blown,ok,blown,5
on,on,off,on,on,off,off,on,on,light,light,light,light,light,dark,dark,dark,dark,ok,ok,ok,ok,ok,blown,blown,ok,ok,5
on,on,off,on,on,off,off,on,on,light,light,light,light,light,dark,dark,dark,dark,ok,ok,ok,ok,ok,blown,blown,blown,blown,5
on,on,off,on,on,off,off,on,on,light,light,light,light,light,dark,dark,dark,dark,ok,ok,ok,ok,ok,blown,blown,blown,ok,5
on,on,off,on,on,off,off,on,on,light,light,light,light,light,dark,dark,dark,dark,ok,ok,ok,ok,ok,blown,blown,ok,blown,5
on,on,off,on,on,off,off,on,on,light,light,light,light,light,dark,dark,dark,dark,ok,ok,ok,ok,ok,blown,blown,ok,ok,5
on,on,off,on,on,off,off,on,on,light,light,light,light,light,dark,dark,dark,dark,ok,ok,ok,ok,ok,blown,ok,blown,blown,5
on,on,off,on,on,off,off,on,on,light,light,light,light,light,dark,dark,dark,dark,ok,ok,ok,ok,ok,blown,ok,blown,ok,5
on,on,off,on,on,off,off,on,on,light,light,light,light,light,dark,dark,dark,dark,ok,ok,ok,ok,ok,blown,ok,ok,blown,5
on,on,off,on,on,off,off,on,on,light,light,light,light,light,dark,dark,dark,dark,ok,ok,ok,ok,ok,blown,ok,ok,ok,5
on,on,off,on,on,off,off,on,on,light,light,light,light,light,dark,dark,dark,dark,ok,ok,ok,ok,ok,blown,blown,blown,blown,5
on,on,off,on,on,off,off,on,on,light,light,light,light,light,dark,dark,dark,dark,ok,ok,ok,ok,ok,blown,blown,blown,ok,5
on,on,off,on,on,off,off,on,on,light,light,light,light,light,dark,dark,dark,dark,ok,ok,ok,ok,ok,blown,blown,ok,blown,5
on,on,off,on,on,off,off,on,on,light,light,light,light,light,dark,dark,dark,dark,ok,ok,ok,ok,ok,blown,blown,ok,ok,5
on,on,off,on,on,off,on,on,on,light,light,light,light,light,dark,dark,dark,dark,ok,ok,ok,ok,ok,blown,blown,blown,blown,5
on,on,off,on,on,off,on,on,on,light,light,light,light,light,dark,dark,dark,dark,ok,ok,ok,ok,ok,blown,blown,blown,ok,5
on,on,off,on,on,off,on,on,on,light,light,light,light,light,dark,dark,dark,dark,ok,ok,ok,ok,ok,blown,blown,ok,blown,5
on,on,off,on,on,off,on,on,on,light,light,light,light,light,dark,dark,dark,dark,ok,ok,ok,ok,ok,blown,blown,ok,ok,5
on,on,off,on,on,off,on,on,on,light,light,light,light,light,dark,light,dark,dark,ok,ok,ok,ok,ok,blown,ok,blown,blown,6
on,on,off,on,on,off,on,on,on,light,light,light,light,light,dark,light,dark,dark,ok,ok,ok,ok,ok,blown,ok,blown,ok,6
on,on,off,on,on,off,on,on,on,light,light,light,light,light,dark,light,dark,dark,ok,ok,ok,ok,ok,blown,ok,ok,blown,6
on,on,off,on,on,off,on,on,on,light,light,light,light,light,dark,light,dark,dark,ok,ok,ok,ok,ok,blown,ok,ok,ok,6
on,on,off,on,on,off,off,on,on,light,light,light,light,light,dark,dark,dark,dark,ok,ok,ok,ok,ok,blown,blown,blown,blown,5
on,on,off,on,on,off,off,on,on,light,light,light,light,light,dark,dark,dark,dark,ok,ok,ok,ok,ok,blown,blown,blown,ok,5
on,on,off,on,on,off,off,on,on,light,light,light,light,light,dark,dark,dark,dark,ok,ok,ok,ok,ok,blown,blown,ok,blown,5
on,on,off,on,on,off,off,on,on,light,light,light,light,light,dark,dark,dark,dark,ok,ok,ok,ok,ok,blown,blown,ok,ok,5
on,on,off,on,on,off,off,on,on,light,light,light,light,light,dark,dark,dark,dark,ok,ok,ok,ok,ok,blown,blown,blown,blown,5
on,on,off,on,on,off,off,on,on,light,light,light,light,light,dark,dark,dark,dark,ok,ok,ok,ok,ok,blown,blown,blown,ok,5
on,on,off,on,on,off,off,on,on,light,light,light,light,light,dark,dark,dark,dark,ok,ok,ok,ok,ok,blown,blown,ok,blown,5
on,on,off,on,on,off,off,on,on,light,light,light,light,light,dark,dark,dark,dark,ok,ok,ok,ok,ok,blown,blown,ok,ok,5
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,blown,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,ok,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,blown,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,ok,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,ok,blown,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,ok,ok,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,blown,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,ok,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,blown,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,ok,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,ok,blown,blown,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,ok,blown,ok,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,blown,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,ok,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,ok,blown,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,ok,ok,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,ok,blown,blown,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,ok,blown,ok,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,ok,ok,blown,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,ok,ok,ok,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,blown,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,ok,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,ok,blown,blown,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,ok,blown,ok,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,blown,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,ok,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,blown,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,ok,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,ok,blown,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,ok,ok,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,blown,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,ok,6
on,on,off,on,on,off,on,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,blown,6
on,on,off,on,on,off,on,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,ok,6
on,on,off,on,on,off,on,off,on,light,light,light,light,light,light,light,dark,dark,ok,ok,ok,ok,ok,ok,ok,blown,blown,7
on,on,off,on,on,off,on,off,on,light,light,light,light,light,light,light,dark,dark,ok,ok,ok,ok,ok,ok,ok,blown,ok,7
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,blown,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,ok,6
on,on,off,on,on,off,on,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,blown,6
on,on,off,on,on,off,on,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,ok,6
on,on,off,on,on,off,on,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,ok,blown,6
on,on,off,on,on,off,on,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,ok,ok,6
on,on,off,on,on,off,on,off,on,light,light,light,light,light,light,light,dark,dark,ok,ok,ok,ok,ok,ok,ok,blown,blown,7
on,on,off,on,on,off,on,off,on,light,light,light,light,light,light,light,dark,dark,ok,ok,ok,ok,ok,ok,ok,blown,ok,7
on,on,off,on,on,off,on,off,on,light,light,light,light,light,light,light,dark,dark,ok,ok,ok,ok,ok,ok,ok,ok,blown,7
on,on,off,on,on,off,on,off,on,light,light,light,light,light,light,light,dark,dark,ok,ok,ok,ok,ok,ok,ok,ok,ok,7
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,blown,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,ok,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,ok,blown,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,ok,ok,6
on,on,off,on,on,off,on,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,blown,6
on,on,off,on,on,off,on,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,ok,6
on,on,off,on,on,off,on,off,on,light,light,light,light,light,light,light,dark,dark,ok,ok,ok,ok,ok,ok,ok,blown,blown,7
on,on,off,on,on,off,on,off,on,light,light,light,light,light,light,light,dark,dark,ok,ok,ok,ok,ok,ok,ok,blown,ok,7
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,blown,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,ok,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,blown,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,ok,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,blown,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,ok,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,ok,blown,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,ok,ok,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,blown,6
on,on,off,on,on,off,off,off,on,light,light,light,light,light,light,dark,dark,dark,ok,ok,ok,ok,ok,ok,blown,blown,ok,6
