
    PlatformRisk = 67.699997
    ProcessRisk = 41.709999
    PersonnelRisk = 70.089996
    ProductRisk = 53.790001
    ScheduleRisk = 86.190002
    Sced = 0
    Site = 0
    Tool = 1
    Ltex = 0
    Pexp = 0
    Aexp = 0
    Pcon = 1
    Pcap = 0
    Acap = 0
    Pvol = 4
    Stor = 5
    Time = 4
    Docu = 3
    Ruse = 3
    Cplx = 4
    Data = 1
    Rely = 4
    Pmat = 0
    Team = 4
    Resl = 4
    Flex = 2
    Prec = 0
    Slocsize = 8190909
 

    TotalRisk = 70.760002
    ReuseRisk = 3.300000
    PlatformRisk = 83.650002
    ProcessRisk = 25.900000
    PersonnelRisk = 76.879997
    ProductRisk = 78.349998
    ScheduleRisk = 85.220001
    Sced = 0
    Site = 2
    Tool = 2
    Ltex = 4
    Pexp = 0
    Aexp = 0
    Pcon = 4
    Pcap = 0
    Acap = 0
    Pvol = 3
    Stor = 5
    Time = 5
    Docu = 4
    Ruse = 4
    Cplx = 5
    Data = 2
    Rely = 4
    Pmat = 0
    Team = 4
    Resl = 0
    Flex = 5
    Prec = 5
    Slocsize = 6381818
 

    TotalRisk = 62.169998
    ReuseRisk = 3.300000
    PlatformRisk = 62.930000
    ProcessRisk = 50.900002
    PersonnelRisk = 59.790001
    ProductRisk = 67.470001
    ScheduleRisk = 83.620003
    Sced = 0
    Site = 0
    Tool = 1
    Ltex = 4
    Pexp = 0
    Aexp = 0
    Pcon = 1
    Pcap = 0
    Acap = 1
    Pvol = 3
    Stor = 5
    Time = 5
    Docu = 2
    Ruse = 4
    Cplx = 5
    Data = 2
    Rely = 4
    Pmat = 0
    Team = 1
    Resl = 5
    Flex = 3
    Prec = 5
    Slocsize = 3065151
 

    TotalRisk = 53.410000
    ReuseRisk = 7.680000
    PlatformRisk = 42.540001
    ProcessRisk = 38.849998
    PersonnelRisk = 46.029999
    ProductRisk = 63.880001
    ScheduleRisk = 83.150002
    Sced = 0
    Site = 3
    Tool = 1
    Ltex = 3
    Pexp = 0
    Aexp = 0
    Pcon = 1
    Pcap = 0
    Acap = 3
    Pvol = 4
    Stor = 4
    Time = 5
    Docu = 2
    Ruse = 5
    Cplx = 5
    Data = 3
    Rely = 4
    Pmat = 0
    Team = 5
    Resl = 4
    Flex = 3
    Prec = 3
    Slocsize = 6381818
 

    TotalRisk = 64.930000
    ReuseRisk = 11.140000
    PlatformRisk = 96.070000
    ProcessRisk = 31.350000
    PersonnelRisk = 69.050003
    ProductRisk = 47.060001
    ScheduleRisk = 82.900002
    Sced = 0
    Site = 1
    Tool = 0
    Ltex = 1
    Pexp = 1
    Aexp = 0
    Pcon = 4
    Pcap = 0
    Acap = 0
    Pvol = 4
    Stor = 5
    Time = 5
    Docu = 4
    Ruse = 5
    Cplx = 1
    Data = 2
    Rely = 4
    Pmat = 3
    Team = 2
    Resl = 2
    Flex = 0
    Prec = 1
    Slocsize = 9396969
 

    TotalRisk = 60.049999
    ReuseRisk = 2.870000
    PlatformRisk = 21.809999
    ProcessRisk = 45.779999
    PersonnelRisk = 66.290001
    ProductRisk = 73.980003
    ScheduleRisk = 82.550003
    Sced = 0
    Site = 1
    Tool = 1
    Ltex = 0
    Pexp = 0
    Aexp = 0
    Pcon = 4
    Pcap = 0
    Acap = 0
    Pvol = 2
    Stor = 3
    Time = 4
    Docu = 1
    Ruse = 3
    Cplx = 5
    Data = 3
    Rely = 4
    Pmat = 0
    Team = 4
    Resl = 1
    Flex = 3
    Prec = 3
    Slocsize = 1557575
 

    TotalRisk = 64.169998
    ReuseRisk = 0.000000
    PlatformRisk = 89.389999
    ProcessRisk = 57.730000
    PersonnelRisk = 58.020000
    ProductRisk = 65.900002
    ScheduleRisk = 81.889999
    Sced = 0
    Site = 0
    Tool = 0
    Ltex = 2
    Pexp = 0
    Aexp = 0
    Pcon = 1
    Pcap = 1
    Acap = 0
    Pvol = 4
    Stor = 5
    Time = 5
    Docu = 4
    Ruse = 1
    Cplx = 5
    Data = 2
    Rely = 4
    Pmat = 1
    Team = 5
    Resl = 0
    Flex = 5
    Prec = 4
    Slocsize = 7587878
 

    TotalRisk = 56.660000
    ReuseRisk = 0.000000
    PlatformRisk = 60.250000
    ProcessRisk = 69.519997
    PersonnelRisk = 53.990002
    ProductRisk = 49.240002
    ScheduleRisk = 81.120003
    Sced = 0
    Site = 4
    Tool = 0
    Ltex = 4
    Pexp = 0
    Aexp = 2
    Pcon = 4
    Pcap = 0
    Acap = 0
    Pvol = 3
    Stor = 3
    Time = 5
    Docu = 3
    Ruse = 4
    Cplx = 3
    Data = 3
    Rely = 4
    Pmat = 0
    Team = 4
    Resl = 3
    Flex = 3
    Prec = 2
    Slocsize = 5678282
 

    TotalRisk = 68.529999
    ReuseRisk = 11.170000
    PlatformRisk = 83.650002
    ProcessRisk = 19.760000
    PersonnelRisk = 77.239998
    ProductRisk = 63.720001
    ScheduleRisk = 81.110001
    Sced = 0
    Site = 5
    Tool = 2
    Ltex = 0
    Pexp = 0
    Aexp = 1
    Pcon = 4
    Pcap = 0
    Acap = 0
    Pvol = 3
    Stor = 5
    Time = 5
    Docu = 3
    Ruse = 5
    Cplx = 4
    Data = 2
    Rely = 4
    Pmat = 1
    Team = 0
    Resl = 3
    Flex = 1
    Prec = 1
    Slocsize = 6180808
 

    TotalRisk = 59.709999
    ReuseRisk = 0.000000
    PlatformRisk = 50.590000
    ProcessRisk = 79.449997
    PersonnelRisk = 56.889999
    ProductRisk = 58.310001
    ScheduleRisk = 81.080002
    Sced = 0
    Site = 4
    Tool = 0
    Ltex = 1
    Pexp = 3
    Aexp = 0
    Pcon = 0
    Pcap = 0
    Acap = 0
    Pvol = 3
    Stor = 2
    Time = 5
    Docu = 4
    Ruse = 1
    Cplx = 4
    Data = 3
    Rely = 4
    Pmat = 0
    Team = 1
    Resl = 4
    Flex = 4
    Prec = 5
    Slocsize = 4974747
 

    TotalRisk = 56.610001
    ReuseRisk = 0.000000
    PlatformRisk = 76.410004
    ProcessRisk = 66.160004
    PersonnelRisk = 54.259998
    ProductRisk = 41.570000
    ScheduleRisk = 80.570000
    Sced = 0
    Site = 2
    Tool = 0
    Ltex = 3
    Pexp = 0
    Aexp = 4
    Pcon = 2
    Pcap = 0
    Acap = 0
    Pvol = 4
    Stor = 4
    Time = 5
    Docu = 2
    Ruse = 4
    Cplx = 0
    Data = 1
    Rely = 4
    Pmat = 0
    Team = 5
    Resl = 4
    Flex = 3
    Prec = 5
    Slocsize = 4070202
 

    TotalRisk = 62.090000
    ReuseRisk = 9.300000
    PlatformRisk = 57.139999
    ProcessRisk = 66.620003
    PersonnelRisk = 61.919998
    ProductRisk = 52.950001
    ScheduleRisk = 80.309998
    Sced = 0
    Site = 4
    Tool = 0
    Ltex = 0
    Pexp = 1
    Aexp = 2
    Pcon = 0
    Pcap = 0
    Acap = 0
    Pvol = 3
    Stor = 3
    Time = 5
    Docu = 1
    Ruse = 5
    Cplx = 0
    Data = 1
    Rely = 4
    Pmat = 0
    Team = 2
    Resl = 0
    Flex = 5
    Prec = 5
    Slocsize = 7889393
 

    TotalRisk = 56.630001
    ReuseRisk = 0.000000
    PlatformRisk = 87.510002
    ProcessRisk = 22.209999
    PersonnelRisk = 61.189999
    ProductRisk = 47.599998
    ScheduleRisk = 79.889999
    Sced = 0
    Site = 3
    Tool = 3
    Ltex = 2
    Pexp = 1
    Aexp = 0
    Pcon = 0
    Pcap = 0
    Acap = 0
    Pvol = 4
    Stor = 5
    Time = 5
    Docu = 2
    Ruse = 2
    Cplx = 3
    Data = 3
    Rely = 4
    Pmat = 0
    Team = 3
    Resl = 2
    Flex = 1
    Prec = 0
    Slocsize = 7286363
 

    TotalRisk = 61.910000
    ReuseRisk = 1.430000
    PlatformRisk = 46.369999
    ProcessRisk = 82.070000
    PersonnelRisk = 59.330002
    ProductRisk = 64.410004
    ScheduleRisk = 79.269997
    Sced = 0
    Site = 5
    Tool = 0
    Ltex = 1
    Pexp = 0
    Aexp = 0
    Pcon = 0
    Pcap = 0
    Acap = 1
    Pvol = 3
    Stor = 5
    Time = 4
    Docu = 0
    Ruse = 3
    Cplx = 5
    Data = 3
    Rely = 4
    Pmat = 0
    Team = 0
    Resl = 2
    Flex = 0
    Prec = 0
    Slocsize = 3567676
 

    TotalRisk = 61.380001
    ReuseRisk = 11.170000
    PlatformRisk = 64.720001
    ProcessRisk = 42.700001
    PersonnelRisk = 62.810001
    ProductRisk = 55.250000
    ScheduleRisk = 78.910004
    Sced = 0
    Site = 1
    Tool = 1
    Ltex = 0
    Pexp = 2
    Aexp = 1
    Pcon = 1
    Pcap = 0
    Acap = 0
    Pvol = 4
    Stor = 4
    Time = 5
    Docu = 4
    Ruse = 5
    Cplx = 2
    Data = 4
    Rely = 4
    Pmat = 0
    Team = 5
    Resl = 2
    Flex = 1
    Prec = 0
    Slocsize = 9597979
 

    TotalRisk = 64.389999
    ReuseRisk = 15.410000
    PlatformRisk = 66.389999
    ProcessRisk = 25.920000
    PersonnelRisk = 61.480000
    ProductRisk = 74.480003
    ScheduleRisk = 78.059998
    Sced = 0
    Site = 4
    Tool = 1
    Ltex = 0
    Pexp = 0
    Aexp = 0
    Pcon = 4
    Pcap = 2
    Acap = 0
    Pvol = 2
    Stor = 5
    Time = 5
    Docu = 0
    Ruse = 5
    Cplx = 5
    Data = 4
    Rely = 4
    Pmat = 1
    Team = 5
    Resl = 3
    Flex = 2
    Prec = 1
    Slocsize = 4572727
 

    TotalRisk = 53.959999
    ReuseRisk = 3.320000
    PlatformRisk = 84.739998
    ProcessRisk = 41.590000
    PersonnelRisk = 51.320000
    ProductRisk = 40.349998
    ScheduleRisk = 78.029999
    Sced = 0
    Site = 4
    Tool = 1
    Ltex = 0
    Pexp = 0
    Aexp = 2
    Pcon = 2
    Pcap = 1
    Acap = 0
    Pvol = 4
    Stor = 5
    Time = 5
    Docu = 2
    Ruse = 4
    Cplx = 1
    Data = 3
    Rely = 4
    Pmat = 0
    Team = 0
    Resl = 2
    Flex = 2
    Prec = 0
    Slocsize = 8391919
 

    TotalRisk = 62.779999
    ReuseRisk = 9.240000
    PlatformRisk = 42.029999
    ProcessRisk = 22.129999
    PersonnelRisk = 65.709999
    ProductRisk = 83.540001
    ScheduleRisk = 77.699997
    Sced = 0
    Site = 0
    Tool = 3
    Ltex = 2
    Pexp = 1
    Aexp = 0
    Pcon = 2
    Pcap = 0
    Acap = 0
    Pvol = 3
    Stor = 2
    Time = 5
    Docu = 0
    Ruse = 5
    Cplx = 5
    Data = 4
    Rely = 4
    Pmat = 0
    Team = 2
    Resl = 2
    Flex = 2
    Prec = 3
    Slocsize = 6080303
 

    TotalRisk = 67.550003
    ReuseRisk = 15.410000
    PlatformRisk = 86.059998
    ProcessRisk = 31.350000
    PersonnelRisk = 74.190002
    ProductRisk = 53.930000
    ScheduleRisk = 77.129997
    Sced = 0
    Site = 1
    Tool = 0
    Ltex = 0
    Pexp = 3
    Aexp = 0
    Pcon = 1
    Pcap = 0
    Acap = 0
    Pvol = 2
    Stor = 5
    Time = 5
    Docu = 4
    Ruse = 5
    Cplx = 1
    Data = 3
    Rely = 4
    Pmat = 2
    Team = 5
    Resl = 3
    Flex = 4
    Prec = 5
    Slocsize = 1758585
 

    TotalRisk = 60.049999
    ReuseRisk = 7.680000
    PlatformRisk = 86.059998
    ProcessRisk = 37.439999
    PersonnelRisk = 64.459999
    ProductRisk = 42.860001
    ScheduleRisk = 76.489998
    Sced = 0
    Site = 2
    Tool = 0
    Ltex = 3
    Pexp = 1
    Aexp = 0
    Pcon = 2
    Pcap = 0
    Acap = 0
    Pvol = 2
    Stor = 5
    Time = 5
    Docu = 0
    Ruse = 5
    Cplx = 2
    Data = 4
    Rely = 4
    Pmat = 4
    Team = 1
    Resl = 0
    Flex = 5
    Prec = 2
    Slocsize = 6482323
 

    TotalRisk = 53.799999
    ReuseRisk = 0.000000
    PlatformRisk = 87.510002
    ProcessRisk = 0.000000
    PersonnelRisk = 61.430000
    ProductRisk = 48.169998
    ScheduleRisk = 76.459999
    Sced = 0
    Site = 3
    Tool = 4
    Ltex = 1
    Pexp = 1
    Aexp = 0
    Pcon = 1
    Pcap = 0
    Acap = 0
    Pvol = 4
    Stor = 5
    Time = 5
    Docu = 4
    Ruse = 1
    Cplx = 4
    Data = 1
    Rely = 4
    Pmat = 2
    Team = 5
    Resl = 0
    Flex = 2
    Prec = 2
    Slocsize = 7185858
 

    TotalRisk = 59.290001
    ReuseRisk = 0.000000
    PlatformRisk = 64.449997
    ProcessRisk = 60.810001
    PersonnelRisk = 57.209999
    ProductRisk = 60.709999
    ScheduleRisk = 76.269997
    Sced = 0
    Site = 1
    Tool = 0
    Ltex = 1
    Pexp = 1
    Aexp = 0
    Pcon = 3
    Pcap = 0
    Acap = 1
    Pvol = 3
    Stor = 5
    Time = 5
    Docu = 2
    Ruse = 2
    Cplx = 5
    Data = 4
    Rely = 4
    Pmat = 4
    Team = 0
    Resl = 4
    Flex = 0
    Prec = 3
    Slocsize = 8291414
 

    TotalRisk = 62.820000
    ReuseRisk = 4.780000
    PlatformRisk = 45.529999
    ProcessRisk = 32.110001
    PersonnelRisk = 67.279999
    ProductRisk = 80.190002
    ScheduleRisk = 75.800003
    Sced = 0
    Site = 1
    Tool = 2
    Ltex = 1
    Pexp = 4
    Aexp = 0
    Pcon = 1
    Pcap = 0
    Acap = 0
    Pvol = 1
    Stor = 3
    Time = 5
    Docu = 0
    Ruse = 4
    Cplx = 5
    Data = 1
    Rely = 4
    Pmat = 0
    Team = 1
    Resl = 5
    Flex = 3
    Prec = 5
    Slocsize = 8090404
 

    TotalRisk = 65.510002
    ReuseRisk = 1.440000
    PlatformRisk = 33.560001
    ProcessRisk = 79.180000
    PersonnelRisk = 67.459999
    ProductRisk = 77.730003
    ScheduleRisk = 75.730003
    Sced = 0
    Site = 2
    Tool = 0
    Ltex = 0
    Pexp = 0
    Aexp = 2
    Pcon = 2
    Pcap = 0
    Acap = 0
    Pvol = 2
    Stor = 4
    Time = 4
    Docu = 2
    Ruse = 3
    Cplx = 5
    Data = 2
    Rely = 4
    Pmat = 0
    Team = 4
    Resl = 0
    Flex = 4
    Prec = 5
    Slocsize = 9095454
 

    TotalRisk = 52.759998
    ReuseRisk = 0.000000
    PlatformRisk = 57.130001
    ProcessRisk = 74.800003
    PersonnelRisk = 43.910000
    ProductRisk = 50.529999
    ScheduleRisk = 75.669998
    Sced = 0
    Site = 1
    Tool = 0
    Ltex = 1
    Pexp = 0
    Aexp = 2
    Pcon = 1
    Pcap = 1
    Acap = 0
    Pvol = 3
    Stor = 3
    Time = 5
    Docu = 1
    Ruse = 1
    Cplx = 4
    Data = 4
    Rely = 4
    Pmat = 0
    Team = 0
    Resl = 5
    Flex = 4
    Prec = 3
    Slocsize = 8190909
 

    TotalRisk = 65.050003
    ReuseRisk = 15.410000
    PlatformRisk = 37.970001
    ProcessRisk = 50.560001
    PersonnelRisk = 62.820000
    ProductRisk = 79.389999
    ScheduleRisk = 75.629997
    Sced = 0
    Site = 1
    Tool = 0
    Ltex = 0
    Pexp = 2
    Aexp = 0
    Pcon = 1
    Pcap = 0
    Acap = 1
    Pvol = 1
    Stor = 3
    Time = 5
    Docu = 2
    Ruse = 5
    Cplx = 5
    Data = 3
    Rely = 4
    Pmat = 4
    Team = 1
    Resl = 1
    Flex = 0
    Prec = 2
    Slocsize = 6884343
 

    TotalRisk = 56.340000
    ReuseRisk = 0.000000
    PlatformRisk = 92.220001
    ProcessRisk = 47.150002
    PersonnelRisk = 58.740002
    ProductRisk = 37.189999
    ScheduleRisk = 74.930000
    Sced = 0
    Site = 0
    Tool = 0
    Ltex = 3
    Pexp = 0
    Aexp = 4
    Pcon = 4
    Pcap = 0
    Acap = 0
    Pvol = 3
    Stor = 5
    Time = 5
    Docu = 0
    Ruse = 5
    Cplx = 2
    Data = 4
    Rely = 4
    Pmat = 1
    Team = 2
    Resl = 0
    Flex = 1
    Prec = 4
    Slocsize = 1055050
 

    TotalRisk = 56.529999
    ReuseRisk = 0.000000
    PlatformRisk = 87.580002
    ProcessRisk = 42.320000
    PersonnelRisk = 59.730000
    ProductRisk = 41.599998
    ScheduleRisk = 74.930000
    Sced = 0
    Site = 1
    Tool = 1
    Ltex = 2
    Pexp = 0
    Aexp = 4
    Pcon = 2
    Pcap = 0
    Acap = 0
    Pvol = 3
    Stor = 5
    Time = 5
    Docu = 3
    Ruse = 4
    Cplx = 2
    Data = 1
    Rely = 4
    Pmat = 0
    Team = 3
    Resl = 1
    Flex = 4
    Prec = 5
    Slocsize = 4874242
 

    TotalRisk = 56.000000
    ReuseRisk = 2.960000
    PlatformRisk = 47.549999
    ProcessRisk = 71.410004
    PersonnelRisk = 53.889999
    ProductRisk = 52.570000
    ScheduleRisk = 74.690002
    Sced = 0
    Site = 2
    Tool = 0
    Ltex = 1
    Pexp = 4
    Aexp = 1
    Pcon = 0
    Pcap = 0
    Acap = 0
    Pvol = 1
    Stor = 2
    Time = 5
    Docu = 3
    Ruse = 4
    Cplx = 3
    Data = 2
    Rely = 4
    Pmat = 0
    Team = 1
    Resl = 4
    Flex = 1
    Prec = 3
    Slocsize = 1155555
 

    TotalRisk = 68.519997
    ReuseRisk = 0.000000
    PlatformRisk = 57.130001
    ProcessRisk = 79.220001
    PersonnelRisk = 70.070000
    ProductRisk = 76.000000
    ScheduleRisk = 74.669998
    Sced = 0
    Site = 3
    Tool = 0
    Ltex = 2
    Pexp = 0
    Aexp = 1
    Pcon = 3
    Pcap = 0
    Acap = 0
    Pvol = 1
    Stor = 5
    Time = 4
    Docu = 3
    Ruse = 2
    Cplx = 5
    Data = 4
    Rely = 4
    Pmat = 0
    Team = 5
    Resl = 4
    Flex = 0
    Prec = 0
    Slocsize = 9597979
 

    TotalRisk = 56.220001
    ReuseRisk = 3.300000
    PlatformRisk = 50.590000
    ProcessRisk = 60.610001
    PersonnelRisk = 53.439999
    ProductRisk = 57.959999
    ScheduleRisk = 74.660004
    Sced = 0
    Site = 1
    Tool = 0
    Ltex = 3
    Pexp = 4
    Aexp = 0
    Pcon = 0
    Pcap = 0
    Acap = 0
    Pvol = 3
    Stor = 2
    Time = 5
    Docu = 3
    Ruse = 4
    Cplx = 4
    Data = 4
    Rely = 4
    Pmat = 1
    Team = 1
    Resl = 1
    Flex = 5
    Prec = 2
    Slocsize = 6582828
 

    TotalRisk = 57.720001
    ReuseRisk = 6.620000
    PlatformRisk = 29.510000
    ProcessRisk = 51.590000
    PersonnelRisk = 61.790001
    ProductRisk = 63.439999
    ScheduleRisk = 74.580002
    Sced = 0
    Site = 5
    Tool = 1
    Ltex = 0
    Pexp = 0
    Aexp = 0
    Pcon = 2
    Pcap = 0
    Acap = 1
    Pvol = 1
    Stor = 5
    Time = 3
    Docu = 4
    Ruse = 4
    Cplx = 5
    Data = 1
    Rely = 4
    Pmat = 0
    Team = 0
    Resl = 2
    Flex = 4
    Prec = 2
    Slocsize = 9497474
 

    TotalRisk = 55.820000
    ReuseRisk = 11.140000
    PlatformRisk = 68.379997
    ProcessRisk = 46.240002
    PersonnelRisk = 50.689999
    ProductRisk = 49.090000
    ScheduleRisk = 74.419998
    Sced = 0
    Site = 1
    Tool = 0
    Ltex = 1
    Pexp = 1
    Aexp = 0
    Pcon = 2
    Pcap = 1
    Acap = 0
    Pvol = 4
    Stor = 4
    Time = 5
    Docu = 3
    Ruse = 5
    Cplx = 3
    Data = 4
    Rely = 4
    Pmat = 2
    Team = 0
    Resl = 1
    Flex = 1
    Prec = 5
    Slocsize = 3366666
 

    TotalRisk = 59.770000
    ReuseRisk = 3.300000
    PlatformRisk = 54.430000
    ProcessRisk = 75.449997
    PersonnelRisk = 47.439999
    ProductRisk = 74.160004
    ScheduleRisk = 74.419998
    Sced = 0
    Site = 0
    Tool = 0
    Ltex = 3
    Pexp = 2
    Aexp = 0
    Pcon = 3
    Pcap = 1
    Acap = 0
    Pvol = 4
    Stor = 2
    Time = 5
    Docu = 0
    Ruse = 4
    Cplx = 5
    Data = 3
    Rely = 4
    Pmat = 0
    Team = 4
    Resl = 4
    Flex = 4
    Prec = 2
    Slocsize = 3266161
 

    TotalRisk = 56.520000
    ReuseRisk = 0.000000
    PlatformRisk = 58.320000
    ProcessRisk = 68.120003
    PersonnelRisk = 48.520000
    ProductRisk = 63.459999
    ScheduleRisk = 74.250000
    Sced = 0
    Site = 3
    Tool = 0
    Ltex = 0
    Pexp = 4
    Aexp = 1
    Pcon = 2
    Pcap = 0
    Acap = 2
    Pvol = 4
    Stor = 5
    Time = 5
    Docu = 0
    Ruse = 2
    Cplx = 5
    Data = 1
    Rely = 4
    Pmat = 0
    Team = 5
    Resl = 3
    Flex = 5
    Prec = 5
    Slocsize = 5879292
 

    TotalRisk = 62.000000
    ReuseRisk = 15.410000
    PlatformRisk = 6.160000
    ProcessRisk = 40.270000
    PersonnelRisk = 66.099998
    ProductRisk = 84.349998
    ScheduleRisk = 74.099998
    Sced = 0
    Site = 0
    Tool = 0
    Ltex = 0
    Pexp = 0
    Aexp = 0
    Pcon = 4
    Pcap = 0
    Acap = 0
    Pvol = 3
    Stor = 2
    Time = 2
    Docu = 0
    Ruse = 5
    Cplx = 5
    Data = 3
    Rely = 4
    Pmat = 2
    Team = 3
    Resl = 0
    Flex = 5
    Prec = 5
    Slocsize = 8793939
 

    TotalRisk = 60.439999
    ReuseRisk = 0.000000
    PlatformRisk = 75.459999
    ProcessRisk = 58.459999
    PersonnelRisk = 57.220001
    ProductRisk = 62.189999
    ScheduleRisk = 74.010002
    Sced = 0
    Site = 0
    Tool = 0
    Ltex = 0
    Pexp = 0
    Aexp = 2
    Pcon = 0
    Pcap = 1
    Acap = 0
    Pvol = 1
    Stor = 5
    Time = 5
    Docu = 0
    Ruse = 1
    Cplx = 5
    Data = 2
    Rely = 4
    Pmat = 5
    Team = 0
    Resl = 3
    Flex = 1
    Prec = 1
    Slocsize = 9597979
 

    TotalRisk = 59.650002
    ReuseRisk = 1.430000
    PlatformRisk = 46.529999
    ProcessRisk = 76.510002
    PersonnelRisk = 55.950001
    ProductRisk = 65.989998
    ScheduleRisk = 73.440002
    Sced = 0
    Site = 3
    Tool = 0
    Ltex = 4
    Pexp = 0
    Aexp = 0
    Pcon = 1
    Pcap = 1
    Acap = 0
    Pvol = 1
    Stor = 5
    Time = 4
    Docu = 0
    Ruse = 3
    Cplx = 5
    Data = 3
    Rely = 4
    Pmat = 0
    Team = 1
    Resl = 5
    Flex = 4
    Prec = 4
    Slocsize = 6884343
 

    TotalRisk = 67.010002
    ReuseRisk = 0.000000
    PlatformRisk = 84.470001
    ProcessRisk = 32.770000
    PersonnelRisk = 74.209999
    ProductRisk = 72.379997
    ScheduleRisk = 73.330002
    Sced = 0
    Site = 5
    Tool = 1
    Ltex = 0
    Pexp = 1
    Aexp = 2
    Pcon = 1
    Pcap = 0
    Acap = 0
    Pvol = 3
    Stor = 5
    Time = 5
    Docu = 4
    Ruse = 2
    Cplx = 5
    Data = 1
    Rely = 4
    Pmat = 1
    Team = 3
    Resl = 5
    Flex = 1
    Prec = 4
    Slocsize = 7688383
 

    TotalRisk = 55.389999
    ReuseRisk = 11.170000
    PlatformRisk = 6.160000
    ProcessRisk = 64.529999
    PersonnelRisk = 57.290001
    ProductRisk = 61.990002
    ScheduleRisk = 73.190002
    Sced = 0
    Site = 2
    Tool = 0
    Ltex = 0
    Pexp = 0
    Aexp = 1
    Pcon = 2
    Pcap = 0
    Acap = 0
    Pvol = 3
    Stor = 2
    Time = 2
    Docu = 4
    Ruse = 5
    Cplx = 4
    Data = 3
    Rely = 4
    Pmat = 0
    Team = 4
    Resl = 0
    Flex = 1
    Prec = 5
    Slocsize = 6582828
 

    TotalRisk = 53.099998
    ReuseRisk = 4.800000
    PlatformRisk = 57.130001
    ProcessRisk = 41.849998
    PersonnelRisk = 45.360001
    ProductRisk = 63.119999
    ScheduleRisk = 72.589996
    Sced = 0
    Site = 1
    Tool = 0
    Ltex = 0
    Pexp = 0
